feature,importance
Feature_29,0.01839013832904976
Feature_13,0.018403650306432897
Feature_7,0.018519344362042098
Feature_8,0.01906330476480774
Feature_16,0.0191128384479711
Feature_28,0.01975450872284925
Feature_14,0.019932317038711855
Feature_21,0.020510035330419268
Feature_19,0.020651759469579995
Feature_9,0.022125282013164157
Feature_4,0.09515237967816306
Feature_1,0.12027038501856233
Feature_0,0.12224582126869978
Feature_3,0.14035510593889014
Feature_2,0.15423336752495176
